22,23
16,22
17,22
18,22
19,22
20,22
21,22
22,22
23,22
24,22
13,21
14,21
15,21
16,21
17,21
18,21
19,21
20,21
21,21
22,21
23,21
24,21
13,20
14,20
15,20
16,20
17,20
18,20
19,20
20,20
21,20
22,20
23,20
24,20
9,19
13,19
14,19
15,19
16,19
8,18
9,18
7,17
8,17
9,17
6,16
7,16
8,16
6,15
7,15
5,14
6,14
7,14
5,13
6,13
7,13
5,12
6,12
7,12
8,12
9,12
10,12
5,11
6,11
7,11
8,11
9,11
10,11
11,11
12,11
13,11
14,11
15,11
16,11
17,11
18,11
7,10
8,10
9,10
10,10
11,10
12,10
13,10
14,10
15,10
16,10
17,10
18,10
11,9
12,9
13,9
14,9
15,9
16,9
17,9
18,9
19,9
12,8
13,8
14,8
16,8
17,8
18,8
19,8
12,7
13,7
14,7
15,7
16,7
17,7
18,7
19,7
12,6
13,6
14,6
15,6
16,6
17,6
18,6
13,5
14,5
15,5
16,5
15,4
