8,23
9,23
6,22
7,22
8,22
9,22
10,22
11,22
5,21
6,21
7,21
8,21
9,21
10,21
11,21
12,21
6,20
7,20
8,20
11,20
12,20
13,20
5,19
6,19
7,19
12,19
13,19
14,19
15,19
5,18
6,18
13,18
14,18
15,18
16,18
5,17
6,17
14,17
15,17
16,17
5,16
6,16
10,16
14,16
15,16
16,16
6,15
9,15
10,15
11,15
12,15
13,15
14,15
15,15
16,15
17,15
9,14
10,14
11,14
12,14
13,14
14,14
15,14
16,14
17,14
18,14
19,14
10,13
11,13
12,13
13,13
14,13
15,13
16,13
17,13
18,13
19,13
20,13
21,13
18,12
19,12
20,12
21,12
22,12
20,11
21,11
22,11
23,11
9,10
10,10
21,10
22,10
23,10
9,9
10,9
11,9
22,9
23,9
24,9
10,8
11,8
22,8
23,8
24,8
10,7
11,7
12,7
13,7
20,7
21,7
22,7
23,7
24,7
11,6
12,6
13,6
14,6
15,6
16,6
17,6
18,6
19,6
20,6
21,6
22,6
23,6
13,5
14,5
15,5
16,5
17,5
18,5
19,5
20,5
21,5
16,4
